time,location,Y
2022-01-09,sinaloa,0.0
2022-01-09,sonora,0.0
2022-01-09,tabasco,0.0
2022-01-09,tamaulipas,0.0
2022-01-09,tijuana,0.0
2022-01-09,tlaxcala,0.0
2022-01-09,veracruz,0.0
2022-01-09,yucatan,0.0
2022-01-09,zacatecas,0.0
2022-01-09,(en blanco),0.0
2022-01-09,no vis,0.0
2022-01-10,aguascalientes,0.0
2022-01-10,baja california,0.0
2022-01-10,baja california sur,0.0
2022-01-10,campeche,0.0
2022-01-10,chiapas,0.0
2022-01-10,chihuahua,0.0
2022-01-10,coahuila de zaragoza,0.0
2022-01-10,colima,0.0
2022-01-10,distrito federal,0.0
2022-01-10,durango,0.0
2022-01-10,guanajuato,0.0
2022-01-10,guerrero,0.0
2022-01-10,hidalgo,0.0
2022-01-10,jalisco,0.0
2022-01-10,mexico,0.0
2022-01-10,michoacan de ocampo,0.0
2022-01-10,morelos,0.0
2022-01-10,nayarit,0.0
2022-01-10,nuevo leon,0.0
2022-01-10,oaxaca,0.0
2022-01-10,puebla,0.0
2022-01-10,queretaro,0.0
2022-01-10,quintana roo,0.0
2022-01-10,san luis potosi,0.0
2022-01-10,sinaloa,0.0
2022-01-10,sonora,0.0
2022-01-10,tabasco,0.0
2022-01-10,tamaulipas,0.0
2022-01-10,tijuana,0.0
2022-01-10,tlaxcala,0.0
2022-01-10,veracruz,0.0
2022-01-10,yucatan,0.0
2022-01-10,zacatecas,0.0
2022-01-10,(en blanco),0.0
2022-01-10,no vis,0.0
2022-01-11,aguascalientes,0.0
2022-01-11,baja california,0.0
2022-01-11,baja california sur,0.0
2022-01-11,campeche,0.0
2022-01-11,chiapas,0.0
2022-01-11,chihuahua,0.0
2022-01-11,coahuila de zaragoza,0.0
2022-01-11,colima,0.0
2022-01-11,distrito federal,0.0
2022-01-11,durango,0.0
2022-01-11,guanajuato,0.0
2022-01-11,guerrero,0.0
2022-01-11,hidalgo,0.0
2022-01-11,jalisco,0.0
2022-01-11,mexico,0.0
2022-01-11,michoacan de ocampo,0.0
2022-01-11,morelos,0.0
2022-01-11,nayarit,0.0
2022-01-11,nuevo leon,0.0
2022-01-11,oaxaca,0.0
2022-01-11,puebla,0.0
2022-01-11,queretaro,0.0
2022-01-11,quintana roo,0.0
2022-01-11,san luis potosi,0.0
2022-01-11,sinaloa,0.0
2022-01-11,sonora,0.0
2022-01-11,tabasco,0.0
2022-01-11,tamaulipas,0.0
2022-01-11,tijuana,0.0
2022-01-11,tlaxcala,0.0
2022-01-11,veracruz,0.0
2022-01-11,yucatan,0.0
2022-01-11,zacatecas,0.0
2022-01-11,(en blanco),0.0
2022-01-11,no vis,0.0
2022-01-12,aguascalientes,0.0
2022-01-12,baja california,0.0
2022-01-12,baja california sur,0.0
2022-01-12,campeche,0.0
2022-01-12,chiapas,0.0
2022-01-12,chihuahua,0.0
2022-01-12,coahuila de zaragoza,0.0
2022-01-12,colima,0.0
2022-01-12,distrito federal,0.0
2022-01-12,durango,0.0
2022-01-12,guanajuato,0.0
2022-01-12,guerrero,0.0
2022-01-12,hidalgo,0.0
2022-01-12,jalisco,0.0
2022-01-12,mexico,0.0
2022-01-12,michoacan de ocampo,0.0
2022-01-12,morelos,0.0
2022-01-12,nayarit,0.0
2022-01-12,nuevo leon,0.0
2022-01-12,oaxaca,0.0
2022-01-12,puebla,0.0
2022-01-12,queretaro,0.0
2022-01-12,quintana roo,0.0
2022-01-12,san luis potosi,0.0
2022-01-12,sinaloa,0.0
2022-01-12,sonora,0.0
2022-01-12,tabasco,0.0
2022-01-12,tamaulipas,0.0
2022-01-12,tijuana,0.0
2022-01-12,tlaxcala,0.0
2022-01-12,veracruz,0.0
2022-01-12,yucatan,0.0
2022-01-12,zacatecas,0.0
2022-01-12,(en blanco),0.0
2022-01-12,no vis,0.0
2022-01-13,aguascalientes,0.0
2022-01-13,baja california,0.0
2022-01-13,baja california sur,0.0
2022-01-13,campeche,0.0
2022-01-13,chiapas,0.0
2022-01-13,chihuahua,0.0
2022-01-13,coahuila de zaragoza,0.0
2022-01-13,colima,0.0
2022-01-13,distrito federal,0.0
2022-01-13,durango,0.0
2022-01-13,guanajuato,0.0
2022-01-13,guerrero,0.0
2022-01-13,hidalgo,0.0
2022-01-13,jalisco,0.0
2022-01-13,mexico,0.0
2022-01-13,michoacan de ocampo,0.0
2022-01-13,morelos,0.0
2022-01-13,nayarit,0.0
2022-01-13,nuevo leon,0.0
2022-01-13,oaxaca,0.0
2022-01-13,puebla,0.0
2022-01-13,queretaro,0.0
2022-01-13,quintana roo,0.0
2022-01-13,san luis potosi,0.0
2022-01-13,sinaloa,0.0
2022-01-13,sonora,0.0
2022-01-13,tabasco,0.0
2022-01-13,tamaulipas,0.0
2022-01-13,tijuana,0.0
2022-01-13,tlaxcala,0.0
2022-01-13,veracruz,0.0
2022-01-13,yucatan,0.0
2022-01-13,zacatecas,0.0
2022-01-13,(en blanco),0.0
2022-01-13,no vis,0.0
2022-01-14,aguascalientes,0.0
2022-01-14,baja california,0.0
2022-01-14,baja california sur,0.0
2022-01-14,campeche,0.0
2022-01-14,chiapas,0.0
2022-01-14,chihuahua,0.0
2022-01-14,coahuila de zaragoza,0.0
2022-01-14,colima,0.0
2022-01-14,distrito federal,0.0
2022-01-14,durango,0.0
2022-01-14,guanajuato,0.0
2022-01-14,guerrero,0.0
2022-01-14,hidalgo,0.0
2022-01-14,jalisco,0.0
2022-01-14,mexico,0.0
2022-01-14,michoacan de ocampo,0.0
2022-01-14,morelos,0.0
2022-01-14,nayarit,0.0
2022-01-14,nuevo leon,0.0
2022-01-14,oaxaca,0.0
2022-01-14,puebla,0.0
2022-01-14,queretaro,0.0
2022-01-14,quintana roo,0.0
2022-01-14,san luis potosi,0.0
2022-01-14,sinaloa,0.0
2022-01-14,sonora,0.0
2022-01-14,tabasco,0.0
2022-01-14,tamaulipas,0.0
2022-01-14,tijuana,0.0
2022-01-14,tlaxcala,0.0
2022-01-14,veracruz,0.0
2022-01-14,yucatan,0.0
2022-01-14,zacatecas,0.0
2022-01-14,(en blanco),0.0
2022-01-14,no vis,0.0
2022-01-15,aguascalientes,0.0
2022-01-15,baja california,0.0
2022-01-15,baja california sur,0.0
2022-01-15,campeche,0.0
2022-01-15,chiapas,0.0
2022-01-15,chihuahua,0.0
2022-01-15,coahuila de zaragoza,0.0
2022-01-15,colima,0.0
2022-01-15,distrito federal,0.0
2022-01-15,durango,0.0
2022-01-15,guanajuato,0.0
2022-01-15,guerrero,0.0
2022-01-15,hidalgo,0.0
2022-01-15,jalisco,0.0
2022-01-15,mexico,0.0
2022-01-15,michoacan de ocampo,0.0
2022-01-15,morelos,0.0
2022-01-15,nayarit,0.0
2022-01-15,nuevo leon,0.0
2022-01-15,oaxaca,0.0
2022-01-15,puebla,0.0
2022-01-15,queretaro,0.0
2022-01-15,quintana roo,0.0
2022-01-15,san luis potosi,0.0
2022-01-15,sinaloa,0.0
2022-01-15,sonora,0.0
2022-01-15,tabasco,0.0
2022-01-15,tamaulipas,0.0
2022-01-15,tijuana,0.0
2022-01-15,tlaxcala,0.0
2022-01-15,veracruz,0.0
2022-01-15,yucatan,0.0
2022-01-15,zacatecas,0.0
2022-01-15,(en blanco),0.0
2022-01-15,no vis,0.0
2022-01-16,aguascalientes,0.0
2022-01-16,baja california,0.0
2022-01-16,baja california sur,0.0
2022-01-16,campeche,0.0
2022-01-16,chiapas,0.0
2022-01-16,chihuahua,0.0
2022-01-16,coahuila de zaragoza,0.0
2022-01-16,colima,0.0
2022-01-16,distrito federal,0.0
2022-01-16,durango,0.0
2022-01-16,guanajuato,0.0
2022-01-16,guerrero,0.0
2022-01-16,hidalgo,0.0
2022-01-16,jalisco,0.0
2022-01-16,mexico,0.0
2022-01-16,michoacan de ocampo,0.0
2022-01-16,morelos,0.0
2022-01-16,nayarit,0.0
2022-01-16,nuevo leon,0.0
2022-01-16,oaxaca,0.0
2022-01-16,puebla,0.0
2022-01-16,queretaro,0.0
2022-01-16,quintana roo,0.0
2022-01-16,san luis potosi,0.0
2022-01-16,sinaloa,0.0
2022-01-16,sonora,0.0
2022-01-16,tabasco,0.0
2022-01-16,tamaulipas,0.0
2022-01-16,tijuana,0.0
2022-01-16,tlaxcala,0.0
2022-01-16,veracruz,0.0
2022-01-16,yucatan,0.0
2022-01-16,zacatecas,0.0
2022-01-16,(en blanco),0.0
2022-01-16,no vis,0.0
2022-01-17,aguascalientes,0.0
2022-01-17,baja california,0.0
2022-01-17,baja california sur,0.0
2022-01-17,campeche,0.0
2022-01-17,chiapas,0.0
2022-01-17,chihuahua,0.0
2022-01-17,coahuila de zaragoza,0.0
2022-01-17,colima,0.0
2022-01-17,distrito federal,0.0
2022-01-17,durango,0.0
2022-01-17,guanajuato,0.0
2022-01-17,guerrero,0.0
2022-01-17,hidalgo,0.0
2022-01-17,jalisco,0.0
2022-01-17,mexico,0.0
2022-01-17,michoacan de ocampo,0.0
2022-01-17,morelos,0.0
2022-01-17,nayarit,0.0
2022-01-17,nuevo leon,0.0
2022-01-17,oaxaca,0.0
2022-01-17,puebla,0.0
2022-01-17,queretaro,0.0
2022-01-17,quintana roo,0.0
2022-01-17,san luis potosi,0.0
2022-01-17,sinaloa,0.0
2022-01-17,sonora,0.0
2022-01-17,tabasco,0.0
2022-01-17,tamaulipas,0.0
2022-01-17,tijuana,0.0
2022-01-17,tlaxcala,0.0
2022-01-17,veracruz,0.0
2022-01-17,yucatan,0.0
2022-01-17,zacatecas,0.0
2022-01-17,(en blanco),0.0
2022-01-17,no vis,0.0
2022-01-18,aguascalientes,0.0
2022-01-18,baja california,0.0
2022-01-18,baja california sur,0.0
2022-01-18,campeche,0.0
2022-01-18,chiapas,0.0
2022-01-18,chihuahua,0.0
2022-01-18,coahuila de zaragoza,0.0
2022-01-18,colima,0.0
2022-01-18,distrito federal,0.0
2022-01-18,durango,0.0
2022-01-18,guanajuato,0.0
2022-01-18,guerrero,0.0
2022-01-18,hidalgo,0.0
2022-01-18,jalisco,0.0
2022-01-18,mexico,0.0
2022-01-18,michoacan de ocampo,0.0
2022-01-18,morelos,0.0
2022-01-18,nayarit,0.0
2022-01-18,nuevo leon,0.0
2022-01-18,oaxaca,0.0
2022-01-18,puebla,0.0
2022-01-18,queretaro,0.0
2022-01-18,quintana roo,0.0
2022-01-18,san luis potosi,0.0
2022-01-18,sinaloa,0.0
2022-01-18,sonora,0.0
2022-01-18,tabasco,0.0
2022-01-18,tamaulipas,0.0
2022-01-18,tijuana,0.0
2022-01-18,tlaxcala,0.0
2022-01-18,veracruz,0.0
2022-01-18,yucatan,0.0
2022-01-18,zacatecas,0.0
2022-01-18,(en blanco),0.0
2022-01-18,no vis,0.0
2022-01-19,aguascalientes,0.0
2022-01-19,baja california,0.0
2022-01-19,baja california sur,0.0
2022-01-19,campeche,0.0
2022-01-19,chiapas,0.0
2022-01-19,chihuahua,0.0
2022-01-19,coahuila de zaragoza,0.0
2022-01-19,colima,0.0
2022-01-19,distrito federal,0.0
2022-01-19,durango,0.0
2022-01-19,guanajuato,0.0
2022-01-19,guerrero,0.0
2022-01-19,hidalgo,0.0
2022-01-19,jalisco,0.0
2022-01-19,mexico,0.0
2022-01-19,michoacan de ocampo,0.0
2022-01-19,morelos,0.0
2022-01-19,nayarit,0.0
2022-01-19,nuevo leon,0.0
2022-01-19,oaxaca,0.0
2022-01-19,puebla,0.0
2022-01-19,queretaro,0.0
2022-01-19,quintana roo,0.0
2022-01-19,san luis potosi,0.0
2022-01-19,sinaloa,0.0
2022-01-19,sonora,0.0
2022-01-19,tabasco,0.0
2022-01-19,tamaulipas,0.0
2022-01-19,tijuana,0.0
2022-01-19,tlaxcala,0.0
2022-01-19,veracruz,0.0
2022-01-19,yucatan,0.0
2022-01-19,zacatecas,0.0
2022-01-19,(en blanco),0.0
2022-01-19,no vis,0.0
2022-01-20,aguascalientes,0.0
2022-01-20,baja california,0.0
2022-01-20,baja california sur,0.0
2022-01-20,campeche,0.0
2022-01-20,chiapas,0.0
2022-01-20,chihuahua,0.0
2022-01-20,coahuila de zaragoza,0.0
2022-01-20,colima,0.0
2022-01-20,distrito federal,0.0
2022-01-20,durango,0.0
2022-01-20,guanajuato,0.0
2022-01-20,guerrero,0.0
2022-01-20,hidalgo,0.0
2022-01-20,jalisco,0.0
2022-01-20,mexico,0.0
2022-01-20,michoacan de ocampo,0.0
2022-01-20,morelos,0.0
2022-01-20,nayarit,0.0
2022-01-20,nuevo leon,0.0
2022-01-20,oaxaca,0.0
2022-01-20,puebla,0.0
2022-01-20,queretaro,0.0
2022-01-20,quintana roo,0.0
2022-01-20,san luis potosi,0.0
2022-01-20,sinaloa,0.0
2022-01-20,sonora,0.0
2022-01-20,tabasco,0.0
2022-01-20,tamaulipas,0.0
2022-01-20,tijuana,0.0
2022-01-20,tlaxcala,0.0
2022-01-20,veracruz,0.0
2022-01-20,yucatan,0.0
2022-01-20,zacatecas,0.0
2022-01-20,(en blanco),0.0
2022-01-20,no vis,0.0
2022-01-21,aguascalientes,0.0
2022-01-21,baja california,0.0
2022-01-21,baja california sur,0.0
2022-01-21,campeche,0.0
2022-01-21,chiapas,0.0
2022-01-21,chihuahua,0.0
2022-01-21,coahuila de zaragoza,0.0
2022-01-21,colima,0.0
2022-01-21,distrito federal,0.0
2022-01-21,durango,0.0
2022-01-21,guanajuato,0.0
2022-01-21,guerrero,0.0
2022-01-21,hidalgo,0.0
2022-01-21,jalisco,0.0
2022-01-21,mexico,0.0
2022-01-21,michoacan de ocampo,0.0
2022-01-21,morelos,0.0
2022-01-21,nayarit,0.0
2022-01-21,nuevo leon,0.0
2022-01-21,oaxaca,0.0
2022-01-21,puebla,0.0
2022-01-21,queretaro,0.0
2022-01-21,quintana roo,0.0
2022-01-21,san luis potosi,0.0
2022-01-21,sinaloa,0.0
2022-01-21,sonora,0.0
2022-01-21,tabasco,0.0
2022-01-21,tamaulipas,0.0
2022-01-21,tijuana,0.0
2022-01-21,tlaxcala,0.0
2022-01-21,veracruz,0.0
2022-01-21,yucatan,0.0
2022-01-21,zacatecas,0.0
2022-01-21,(en blanco),0.0
2022-01-21,no vis,0.0
2022-01-22,aguascalientes,0.0
2022-01-22,baja california,0.0
2022-01-22,baja california sur,0.0
2022-01-22,campeche,0.0
2022-01-22,chiapas,0.0
2022-01-22,chihuahua,0.0
2022-01-22,coahuila de zaragoza,0.0
2022-01-22,colima,0.0
2022-01-22,distrito federal,0.0
2022-01-22,durango,0.0
2022-01-22,guanajuato,0.0
2022-01-22,guerrero,0.0
2022-01-22,hidalgo,0.0
2022-01-22,jalisco,0.0
2022-01-22,mexico,0.0
2022-01-22,michoacan de ocampo,0.0
2022-01-22,morelos,0.0
2022-01-22,nayarit,0.0
2022-01-22,nuevo leon,0.0
2022-01-22,oaxaca,0.0
2022-01-22,puebla,0.0
2022-01-22,queretaro,0.0
2022-01-22,quintana roo,0.0
2022-01-22,san luis potosi,0.0
2022-01-22,sinaloa,0.0
2022-01-22,sonora,0.0
2022-01-22,tabasco,0.0
2022-01-22,tamaulipas,0.0
2022-01-22,tijuana,0.0
2022-01-22,tlaxcala,0.0
2022-01-22,veracruz,0.0
2022-01-22,yucatan,0.0
2022-01-22,zacatecas,0.0
2022-01-22,(en blanco),0.0
2022-01-22,no vis,0.0
2022-01-23,aguascalientes,0.0
2022-01-23,baja california,0.0
2022-01-23,baja california sur,0.0
2022-01-23,campeche,0.0
2022-01-23,chiapas,0.0
2022-01-23,chihuahua,0.0
2022-01-23,coahuila de zaragoza,0.0
2022-01-23,colima,0.0
2022-01-23,distrito federal,0.0
2022-01-23,durango,0.0
2022-01-23,guanajuato,0.0
2022-01-23,guerrero,0.0
2022-01-23,hidalgo,0.0
2022-01-23,jalisco,0.0
2022-01-23,mexico,0.0
2022-01-23,michoacan de ocampo,0.0
2022-01-23,morelos,0.0
2022-01-23,nayarit,0.0
2022-01-23,nuevo leon,0.0
2022-01-23,oaxaca,0.0
2022-01-23,puebla,0.0
2022-01-23,queretaro,0.0
2022-01-23,quintana roo,0.0
2022-01-23,san luis potosi,0.0
2022-01-23,sinaloa,0.0
2022-01-23,sonora,0.0
2022-01-23,tabasco,0.0
2022-01-23,tamaulipas,0.0
2022-01-23,tijuana,0.0
2022-01-23,tlaxcala,0.0
2022-01-23,veracruz,0.0
2022-01-23,yucatan,0.0
2022-01-23,zacatecas,0.0
2022-01-23,(en blanco),0.0
2022-01-23,no vis,0.0
2022-01-24,aguascalientes,0.0
2022-01-24,baja california,0.0
2022-01-24,baja california sur,0.0
2022-01-24,campeche,0.0
2022-01-24,chiapas,0.0
2022-01-24,chihuahua,0.0
2022-01-24,coahuila de zaragoza,0.0
2022-01-24,colima,0.0
2022-01-24,distrito federal,0.0
2022-01-24,durango,0.0
2022-01-24,guanajuato,0.0
2022-01-24,guerrero,0.0
2022-01-24,hidalgo,0.0
2022-01-24,jalisco,0.0
2022-01-24,mexico,0.0
2022-01-24,michoacan de ocampo,0.0
2022-01-24,morelos,0.0
2022-01-24,nayarit,0.0
2022-01-24,nuevo leon,0.0
2022-01-24,oaxaca,0.0
2022-01-24,puebla,0.0
2022-01-24,queretaro,0.0
2022-01-24,quintana roo,0.0
2022-01-24,san luis potosi,0.0
2022-01-24,sinaloa,0.0
2022-01-24,sonora,0.0
2022-01-24,tabasco,0.0
2022-01-24,tamaulipas,0.0
2022-01-24,tijuana,0.0
2022-01-24,tlaxcala,0.0
2022-01-24,veracruz,0.0
